"Hofname";"Adresse";"Baujahr von";"Baujahr bis";"Baujahr um";"Architekt";"Kunst am Bau";"Letzte Sanierung von";"Letzte Sanierung bis";"Wohnungen";"Lokale";"PDF-Download"
"Schˆnbrunner Straﬂe 101";"1050 Wien, Schˆnbrunner Straﬂe Schˆnbrunner Straﬂe";"1952";"1953";"";"Alexis Franken";"nein";"";"";"17";"2";"https://www.wwpipe.at/web-portal/complex-description/0805329"
"Leopold-Rister-Gasse 5";"1050 Wien, Leopold-Rister-Gasse Leopold-Rister-Gasse";"1954";"1957";"";"Ladislaus Hruska";"ja";"";"";"103";"6";"https://www.wwpipe.at/web-portal/complex-description/0305330"
"Margareteng¸rtel 42";"1050 Wien, Margareteng¸rtel Margareteng¸rtel";"1953";"1954";"";"Peter Tˆlzer, Maria Tˆlzer";"nein";"";"";"84";"0";"https://www.wwpipe.at/web-portal/complex-description/0805331"
"Wiedner Hauptstraﬂe 119";"1050 Wien, Wiedner Hauptstraﬂe Wiedner Hauptstraﬂe";"1955";"1956";"";"Matth‰us Jiszda II.";"ja";"";"";"67";"3";"https://www.wwpipe.at/web-portal/complex-description/0805333"
"Hofgasse 2";"1050 Wien, Hofgasse Hofgasse";"1955";"1956";"";"Anton Dolenz";"nein";"";"";"17";"0";"https://www.wwpipe.at/web-portal/complex-description/0805334"
"Spengergasse 30-32";"1050 Wien, Spengergasse Spengergasse";"1970";"1972";"";"Franz Marx";"nein";"";"";"33";"5";"https://www.wwpipe.at/web-portal/complex-description/0405335"
"Castelligasse 3";"1050 Wien, Castelligasse Castelligasse";"1972";"1973";"";"Franz Marx";"nein";"";"";"36";"4";"https://www.wwpipe.at/web-portal/complex-description/0405336"
"Franzensgasse 7-9";"1050 Wien, Franzensgasse Franzensgasse";"1975";"1976";"";"Othmar Augustin";"nein";"";"";"60";"11";"https://www.wwpipe.at/web-portal/complex-description/1205337"
"Gartengasse 7";"1050 Wien, Gartengasse Gartengasse";"1974";"1975";"";"Dietlind Erschen";"nein";"";"";"10";"1";"https://www.wwpipe.at/web-portal/complex-description/1205338"
"Franzensgasse 17";"1050 Wien, Franzensgasse Franzensgasse";"1976";"1977";"";"Ludwig Hammerschmid";"nein";"";"";"23";"3";"https://www.wwpipe.at/web-portal/complex-description/1205339"
"Brandmayergasse 2";"1050 Wien, Brandmayergasse Brandmayergasse";"1977";"1978";"";"Gerhard Kroj";"nein";"";"";"30";"2";"https://www.wwpipe.at/web-portal/complex-description/1505340"
"Krongasse 18";"1050 Wien, Krongasse Krongasse";"1978";"1979";"";"Kurt Braun, Heinz D¸ringer";"nein";"";"";"17";"1";"https://www.wwpipe.at/web-portal/complex-description/1505341"
"Kleine Neugasse 21";"1050 Wien, Kleine Neugasse Kleine Neugasse";"1977";"1979";"";"Kurt Braun, Heinz D¸ringer";"nein";"";"";"19";"0";"https://www.wwpipe.at/web-portal/complex-description/1505342"
"Einsiedlergasse 13";"1050 Wien, Einsiedlergasse Einsiedlergasse";"1981";"1983";"";"Heinz Tesar";"nein";"";"";"12";"1";"https://www.wwpipe.at/web-portal/complex-description/1605343"
"Ziegelofengasse 24-26";"1050 Wien, Ziegelofengasse Ziegelofengasse";"1980";"1981";"";"Ernst Lederer-Ponzer";"nein";"";"";"54";"2";"https://www.wwpipe.at/web-portal/complex-description/1605344"
"Embelgasse 53-55";"1050 Wien, Embelgasse Embelgasse";"1977";"1978";"";"Georg Lisner";"nein";"";"";"25";"0";"https://www.wwpipe.at/web-portal/complex-description/1505345"
"Amtshausgasse 3-5";"1050 Wien, Amtshausgasse Amtshausgasse";"1980";"1982";"";"Herbert M¸ller-Hartburg";"ja";"";"";"49";"1";"https://www.wwpipe.at/web-portal/complex-description/1605346"
"Gr¸ngasse 14";"1050 Wien, Gr¸ngasse Gr¸ngasse";"1981";"1984";"";"Wenko Bossew";"nein";"";"";"18";"1";"https://www.wwpipe.at/web-portal/complex-description/1605348"
"Leitgebgasse 3";"1050 Wien, Leitgebgasse Leitgebgasse";"1985";"1986";"";"Eveline-Anne Bettelheim";"nein";"";"";"11";"0";"https://www.wwpipe.at/web-portal/complex-description/1705351"
"Gieﬂaufgasse 26";"1050 Wien, Gieﬂaufgasse Gieﬂaufgasse";"1985";"1986";"";"Eveline-Anne Bettelheim";"nein";"";"";"11";"0";"https://www.wwpipe.at/web-portal/complex-description/1705352"
"Margaretenstraﬂe 140";"1050 Wien, Margaretenstraﬂe Margaretenstraﬂe";"1985";"1986";"";"Christof Riccabona";"nein";"";"";"51";"0";"https://www.wwpipe.at/web-portal/complex-description/1705354"
"Rechte Wienzeile 69";"1050 Wien, Rechte Wienzeile Rechte Wienzeile";"1985";"1987";"";"Alfred Graf";"nein";"";"";"19";"0";"https://www.wwpipe.at/web-portal/complex-description/1905355"
"Jahngasse 34";"1050 Wien, Jahngasse Jahngasse";"1987";"1989";"";"Gabor Fettik";"nein";"";"";"13";"0";"https://www.wwpipe.at/web-portal/complex-description/1905356"
"Brandmayergasse 4";"1050 Wien, Brandmayergasse Brandmayergasse";"1989";"1990";"";"Wiener Stadtbauamt, MA24";"nein";"";"";"21";"0";"https://www.wwpipe.at/web-portal/complex-description/1905358"
"Jahngasse 32";"1050 Wien, Jahngasse Jahngasse";"1990";"1991";"";"Gabor Fettik";"nein";"";"";"13";"0";"https://www.wwpipe.at/web-portal/complex-description/2105359"
"Wiedner Hauptstraﬂe 132";"1050 Wien, Wiedner Hauptstraﬂe Wiedner Hauptstraﬂe";"1992";"1994";"";"Ernst Hoffmann";"nein";"";"";"20";"1";"https://www.wwpipe.at/web-portal/complex-description/2105360"
"Margaretenstraﬂe 89";"1050 Wien, Margaretenstraﬂe Margaretenstraﬂe";"1993";"1995";"";"Eduard Ebner, G¸nter Lautner";"nein";"";"";"30";"3";"https://www.wwpipe.at/web-portal/complex-description/2105362"
"Schˆnbrunner Straﬂe 34";"1050 Wien, Schˆnbrunner Straﬂe Schˆnbrunner Straﬂe";"1994";"1996";"";"Hugo Potyka";"nein";"";"";"43";"3";"https://www.wwpipe.at/web-portal/complex-description/2305363"
"Hubert-Feilnreiter-Hof";"1060 Wien, Magdalenenstraﬂe Magdalenenstraﬂe";"1964";"1966";"";"Josef Seeberger";"nein";"2015";"2019";"44";"3";"https://www.wwpipe.at/web-portal/complex-description/0306017"
"Dominikanergasse 5";"1060 Wien, Dominikanergasse Dominikanergasse";"1951";"1953";"";"Karl Maria Lang";"nein";"";"";"18";"0";"https://www.wwpipe.at/web-portal/complex-description/0306036"
"Mollardgasse 75";"1060 Wien, Mollardgasse Mollardgasse";"1912";"1913";"";"Hugo Stimpfl, Carl Stˆger jun., Adolf Stˆger";"nein";"";"";"37";"5";"https://www.wwpipe.at/web-portal/complex-description/0306038"
"Elfi-Dassanowsky-Hof";"1060 Wien, Magdalenenstraﬂe Magdalenenstraﬂe";"1969";"1969";"";"Johann (Hanns) Hack";"nein";"2015";"2019";"26";"5";"https://www.wwpipe.at/web-portal/complex-description/0306047"
"Mollardgasse 28";"1060 Wien, Mollardgasse Mollardgasse";"1937";"1938";"";"Engelbert Mang";"nein";"";"";"54";"9";"https://www.wwpipe.at/web-portal/complex-description/0806302"
"Fillgradergasse 17-21";"1060 Wien, Fillgradergasse Fillgradergasse";"1939";"1940";"";"Adolf Stˆckl";"ja";"";"";"42";"1";"https://www.wwpipe.at/web-portal/complex-description/0806304"
"Gumpendorfer Straﬂe 86";"1060 Wien, Gumpendorfer Straﬂe Gumpendorfer Straﬂe";"1948";"1949";"";"Erich Franz Leischner";"ja";"";"";"15";"2";"https://www.wwpipe.at/web-portal/complex-description/0806305"
"Kaunitzgasse 11-13";"1060 Wien, Kaunitzgasse Kaunitzgasse";"1952";"1953";"";"Kurt Klaudy";"nein";"";"";"36";"2";"https://www.wwpipe.at/web-portal/complex-description/0806307"
"Mollardgasse 53-55";"1060 Wien, Mollardgasse Mollardgasse";"1952";"1954";"";"Viktor Kraft";"nein";"";"";"53";"2";"https://www.wwpipe.at/web-portal/complex-description/0806308"
"Garbergasse 5";"1060 Wien, Garbergasse Garbergasse";"1955";"1955";"";"Anton Wichtl";"ja";"";"";"22";"0";"https://www.wwpipe.at/web-portal/complex-description/0806309"
"Grabnergasse 11-13";"1060 Wien, Grabnergasse Grabnergasse";"1955";"1956";"";"Adolf Hoch";"ja";"";"";"85";"6";"https://www.wwpipe.at/web-portal/complex-description/0806310"
"Johanna-Prangl-Hof";"1060 Wien, Dambˆckgasse Dambˆckgasse";"1957";"1958";"";"Karl Vodak sen., Paul Ehrenzweig";"nein";"";"";"81";"4";"https://www.wwpipe.at/web-portal/complex-description/0806311"
"Magdalenenstraﬂe 9";"1060 Wien, Magdalenenstraﬂe Magdalenenstraﬂe";"1960";"1962";"";"Josef Seeberger";"nein";"2015";"2019";"22";"4";"https://www.wwpipe.at/web-portal/complex-description/0606312"
"Meravigliagasse 5-7";"1060 Wien, Meravigliagasse Meravigliagasse";"1963";"1964";"";"Carl Reinhardt";"nein";"";"";"24";"1";"https://www.wwpipe.at/web-portal/complex-description/0606313"
"Katharina-Lins-Hof";"1060 Wien, Gumpendorfer Straﬂe Gumpendorfer Straﬂe";"1962";"1964";"";"Karl Kotal";"ja";"";"";"15";"6";"https://www.wwpipe.at/web-portal/complex-description/0606314"
"Kaunitzgasse 15-17";"1060 Wien, Kaunitzgasse Kaunitzgasse";"1965";"1967";"";"Anton Potyka";"ja";"";"";"29";"3";"https://www.wwpipe.at/web-portal/complex-description/0606315"
"Stumpergasse 42";"1060 Wien, Stumpergasse Stumpergasse";"1975";"1978";"";"Adolf Svancar";"nein";"";"";"30";"6";"https://www.wwpipe.at/web-portal/complex-description/1206316"
"Millergasse 23";"1060 Wien, Millergasse Millergasse";"1975";"1978";"";"Gustav Hoppe";"nein";"";"";"22";"0";"https://www.wwpipe.at/web-portal/complex-description/1406317"
"Stumpergasse 16";"1060 Wien, Stumpergasse Stumpergasse";"1975";"1978";"";"Franz Marx";"ja";"";"";"53";"4";"https://www.wwpipe.at/web-portal/complex-description/1206318"
"Brauergasse 4";"1060 Wien, Brauergasse Brauergasse";"1981";"1983";"";"Klaus Schmidt";"nein";"";"";"10";"0";"https://www.wwpipe.at/web-portal/complex-description/1606319"
"Meravigliagasse 8";"1060 Wien, Meravigliagasse Meravigliagasse";"1978";"1979";"";"Viktor Oppitz";"nein";"";"";"14";"0";"https://www.wwpipe.at/web-portal/complex-description/1506320"
"Malva-Schalek-Hof";"1060 Wien, D¸rergasse D¸rergasse";"1979";"1982";"";"Johann Ausch";"nein";"";"";"15";"0";"https://www.wwpipe.at/web-portal/complex-description/1606321"
"Linke Wienzeile 132";"1060 Wien, Linke Wienzeile Linke Wienzeile";"1983";"1984";"";"Wilhelm (Willi) Gehrke";"nein";"";"";"26";"1";"https://www.wwpipe.at/web-portal/complex-description/1706324"
"Millergasse 39";"1060 Wien, Millergasse Millergasse";"1986";"1988";"";"Gottfried Meister";"nein";"";"";"22";"1";"https://www.wwpipe.at/web-portal/complex-description/1706326"
"Marchettigasse 16";"1060 Wien, Marchettigasse Marchettigasse";"1984";"1985";"";"Heinz Ekhart";"nein";"";"";"19";"0";"https://www.wwpipe.at/web-portal/complex-description/1706328"
"Liniengasse 27";"1060 Wien, Liniengasse Liniengasse";"1986";"1988";"";"Rudolf Hautmann, Klara Hautmann-Kiss";"nein";"";"";"22";"0";"https://www.wwpipe.at/web-portal/complex-description/1706329"
"Corneliusgasse 1";"1060 Wien, Corneliusgasse Corneliusgasse";"1988";"1989";"";"Franz Kiener";"nein";"";"";"43";"4";"https://www.wwpipe.at/web-portal/complex-description/1906330"
"Wallgasse 13";"1060 Wien, Wallgasse Wallgasse";"1986";"1988";"";"Peter Pelikan";"nein";"";"";"28";"1";"https://www.wwpipe.at/web-portal/complex-description/1906331"
"B¸rgerspitalgasse 7";"1060 Wien, B¸rgerspitalgasse B¸rgerspitalgasse";"1986";"1988";"";"Albert Zweym¸ller";"nein";"";"";"37";"1";"https://www.wwpipe.at/web-portal/complex-description/1906332"
"Mittelgasse 1";"1060 Wien, Mittelgasse Mittelgasse";"1986";"1988";"";"Kurt Braun";"nein";"";"";"30";"6";"https://www.wwpipe.at/web-portal/complex-description/1906333"
"Mittelgasse 25";"1060 Wien, Mittelgasse Mittelgasse";"1993";"1994";"";"Franz Haiden";"nein";"";"";"37";"2";"https://www.wwpipe.at/web-portal/complex-description/2306334"
"Bernardgasse 38";"1070 Wien, Bernardgasse Bernardgasse";"1925";"1926";"";"Leo Kammel sen.";"ja";"";"";"21";"4";"https://www.wwpipe.at/web-portal/complex-description/0807301"
"Neustiftgasse 143";"1070 Wien, Neustiftgasse Neustiftgasse";"1925";"1926";"";"Georg Rupprecht";"ja";"";"";"37";"3";"https://www.wwpipe.at/web-portal/complex-description/0807302"
"Neustiftgasse 14";"1070 Wien, Neustiftgasse Neustiftgasse";"1937";"1938";"";"Otto Nadel";"nein";"";"";"17";"4";"https://www.wwpipe.at/web-portal/complex-description/0807303"
"Mondscheingasse 9";"1070 Wien, Mondscheingasse Mondscheingasse";"1938";"1940";"";"Walter Pind";"ja";"";"";"18";"2";"https://www.wwpipe.at/web-portal/complex-description/0807304"
"Bernardgasse 10";"1070 Wien, Bernardgasse Bernardgasse";"1949";"1950";"";"Oskar Trubel";"ja";"";"";"10";"1";"https://www.wwpipe.at/web-portal/complex-description/0807305"
"Neustiftgasse 43";"1070 Wien, Neustiftgasse Neustiftgasse";"1954";"1956";"";"Alexis Franken";"ja";"";"";"35";"4";"https://www.wwpipe.at/web-portal/complex-description/0807306"
"Stollgasse 1";"1070 Wien, Stollgasse Stollgasse";"1955";"1956";"";"Peter Kritsch, Richard Siedek";"ja";"";"";"96";"2";"https://www.wwpipe.at/web-portal/complex-description/0807307"
"Neustiftgasse 89-91";"1070 Wien, Neustiftgasse Neustiftgasse";"1955";"1956";"";"Josef Wˆhnhart";"ja";"";"";"67";"4";"https://www.wwpipe.at/web-portal/complex-description/0807308"
"Westbahnstraﬂe 1";"1070 Wien, Westbahnstraﬂe Westbahnstraﬂe";"1958";"1960";"";"Richard Siedek";"ja";"";"";"51";"20";"https://www.wwpipe.at/web-portal/complex-description/0607310"
"Hermanngasse 9";"1070 Wien, Hermanngasse Hermanngasse";"1967";"1967";"";"Rudolf M¸nch";"nein";"";"";"26";"5";"https://www.wwpipe.at/web-portal/complex-description/0607312"
"Lindengasse 57";"1070 Wien, Lindengasse Lindengasse";"1966";"1968";"";"Hugo Potyka";"ja";"";"";"25";"5";"https://www.wwpipe.at/web-portal/complex-description/0407313"
"Badhausgasse 5-7";"1070 Wien, Badhausgasse Badhausgasse";"1980";"1982";"";"Robert Zeidner";"ja";"";"";"20";"1";"https://www.wwpipe.at/web-portal/complex-description/1607314"
"Lerchenfelder Straﬂe 33";"1070 Wien, Lerchenfelder Straﬂe Lerchenfelder Straﬂe";"1982";"1983";"";"Othmar Augustin";"nein";"";"";"14";"1";"https://www.wwpipe.at/web-portal/complex-description/1707317"
"Schottenfeldgasse 37";"1070 Wien, Schottenfeldgasse Schottenfeldgasse";"1987";"1989";"";"Libuse Partyka";"nein";"";"";"19";"0";"https://www.wwpipe.at/web-portal/complex-description/1907319"
"Feldgasse 19";"1080 Wien, Feldgasse Feldgasse";"1954";"1955";"";"Hanns Kunath";"nein";"";"";"16";"2";"https://www.wwpipe.at/web-portal/complex-description/0308014"
"Kochgasse 25";"1080 Wien, Kochgasse Kochgasse";"1952";"1953";"";"Karl Schwanzer";"nein";"";"";"35";"2";"https://www.wwpipe.at/web-portal/complex-description/0308033"
"Albertplatz 7";"1080 Wien, Albertplatz Albertplatz";"1953";"1954";"";"August Bauer";"ja";"";"";"52";"2";"https://www.wwpipe.at/web-portal/complex-description/0808305"
"Pfeilgasse 10-12";"1080 Wien, Pfeilgasse Pfeilgasse";"1954";"1956";"";"Heinrich Reitst‰tter";"ja";"";"";"60";"7";"https://www.wwpipe.at/web-portal/complex-description/0808307"
"Neudeggergasse 12";"1080 Wien, Neudeggergasse Neudeggergasse";"1955";"1956";"";"Franz Otto Bˆhm";"ja";"";"";"21";"0";"https://www.wwpipe.at/web-portal/complex-description/0808308"
"Rˆgergasse 6";"1090 Wien, Rˆgergasse Rˆgergasse";"1923";"1924";"";"Karl Alois Krist";"nein";"";"";"42";"12";"https://www.wwpipe.at/web-portal/complex-description/0809303"
"Leon-Askin-Hof";"1090 Wien, Sechsschimmelgasse Sechsschimmelgasse";"1925";"1925";"";"Josef (Jaroslav) Bayer, Hartwig Fischel";"nein";"";"";"27";"2";"https://www.wwpipe.at/web-portal/complex-description/0809304"
"Marktgasse 45";"1090 Wien, Marktgasse Marktgasse";"1926";"1927";"";"Ernst Brandl";"nein";"";"";"32";"4";"https://www.wwpipe.at/web-portal/complex-description/0809306"
"D'Orsaygasse 3-5";"1090 Wien, D'Orsay-Gasse D'Orsay-Gasse";"1927";"1928";"";"Leo Kammel sen.";"nein";"2014";"2017";"49";"5";"https://www.wwpipe.at/web-portal/complex-description/0809307"
"M¸llnergasse 20";"1090 Wien, M¸llnergasse M¸llnergasse";"1927";"1927";"";"Johann Franz W¸rzl";"nein";"";"";"22";"2";"https://www.wwpipe.at/web-portal/complex-description/0809308"
"Hernalser G¸rtel 26";"1090 Wien, Hernalser G¸rtel Hernalser G¸rtel";"1929";"1930";"";"Josef Berger, Martin Ziegler";"nein";"";"";"47";"7";"https://www.wwpipe.at/web-portal/complex-description/0809310"
"Pramergasse 30";"1090 Wien, Pramergasse Pramergasse";"1929";"1930";"";"Karl Schmalhofer";"nein";"";"";"88";"8";"https://www.wwpipe.at/web-portal/complex-description/0809311"
"D'Orsaygasse 6";"1090 Wien, D'Orsay-Gasse D'Orsay-Gasse";"1930";"1931";"";"Wilhelm Peterle";"nein";"";"";"12";"1";"https://www.wwpipe.at/web-portal/complex-description/0809312"
"Wiesengasse 32";"1090 Wien, Wiesengasse Wiesengasse";"1968";"1969";"";"Wilhelm (Willi) Gehrke";"nein";"";"";"39";"8";"https://www.wwpipe.at/web-portal/complex-description/0409313"
"Marktgasse 15-17";"1090 Wien, Marktgasse Marktgasse";"1937";"1938";"";"Franz Wiesmann";"nein";"";"";"8";"3";"https://www.wwpipe.at/web-portal/complex-description/0809314"
"Salzergasse 12";"1090 Wien, Salzergasse Salzergasse";"1937";"1938";"";"Franz Wiesmann";"ja";"";"";"9";"3";"https://www.wwpipe.at/web-portal/complex-description/0809315"
"Rufgasse 4";"1090 Wien, Rufgasse Rufgasse";"1937";"1939";"";"Erich Franz Leischner";"nein";"";"";"42";"6";"https://www.wwpipe.at/web-portal/complex-description/0809316"
"Nuﬂdorfer Straﬂe 13";"1090 Wien, Nuﬂdorfer Straﬂe Nuﬂdorfer Straﬂe";"1957";"1958";"";"Richard Horner";"nein";"";"";"16";"3";"https://www.wwpipe.at/web-portal/complex-description/0809317"
"Reznicekgasse 18-22";"1090 Wien, Reznicekgasse Reznicekgasse";"1937";"1940";"";"Karl Ehn";"nein";"";"";"55";"7";"https://www.wwpipe.at/web-portal/complex-description/0809318"
"Galileigasse 6";"1090 Wien, Galileigasse Galileigasse";"1949";"1959";"";"Johann (Hans) Stˆhr";"ja";"";"";"27";"2";"https://www.wwpipe.at/web-portal/complex-description/0809319"
"Salzergasse 19";"1090 Wien, Salzergasse Salzergasse";"1963";"1965";"";"Rupert Weber";"nein";"";"";"12";"4";"https://www.wwpipe.at/web-portal/complex-description/0409320"
"Salzergasse 14";"1090 Wien, Salzergasse Salzergasse";"1969";"1970";"";"Franz Marx";"nein";"";"";"12";"0";"https://www.wwpipe.at/web-portal/complex-description/0009321"
"Liechtensteinstraﬂe 131-133";"1090 Wien, Liechtensteinstraﬂe Liechtensteinstraﬂe";"1957";"1959";"";"Heinrich Ried";"ja";"";"";"30";"3";"https://www.wwpipe.at/web-portal/complex-description/0609323"
"Badgasse 10";"1090 Wien, Badgasse Badgasse";"1952";"1953";"";"Lionore Regnier-Perin";"nein";"";"";"26";"1";"https://www.wwpipe.at/web-portal/complex-description/0809324"
"Wiesengasse 19-21";"1090 Wien, Wiesengasse Wiesengasse";"1954";"1955";"";"Michael Otter";"nein";"";"";"21";"0";"https://www.wwpipe.at/web-portal/complex-description/0809325"
"Thurygasse 6";"1090 Wien, Thurygasse Thurygasse";"1955";"1956";"";"Wilhelm Foltin";"nein";"";"";"11";"0";"https://www.wwpipe.at/web-portal/complex-description/0809326"
"Marktgasse 9-13";"1090 Wien, Marktgasse Marktgasse";"1955";"1956";"";"Heinrich Rameder";"ja";"";"";"23";"3";"https://www.wwpipe.at/web-portal/complex-description/0809327"
"Liechtensteinstraﬂe 120";"1090 Wien, Liechtensteinstraﬂe Liechtensteinstraﬂe";"1956";"1958";"";"Alexis Franken";"ja";"";"";"10";"1";"https://www.wwpipe.at/web-portal/complex-description/0809329"
"Althanstraﬂe 11-13";"1090 Wien, Althanstraﬂe Althanstraﬂe";"1956";"1958";"";"Ludwig Schmid";"nein";"";"";"55";"5";"https://www.wwpipe.at/web-portal/complex-description/0809330"
"Althanstraﬂe 27";"1090 Wien, Althanstraﬂe Althanstraﬂe";"1957";"1959";"";"Franz Kahrer";"nein";"";"";"17";"2";"https://www.wwpipe.at/web-portal/complex-description/0609332"
"Friedl-Dicker-Brandeis-Hof";"1090 Wien, Althanstraﬂe Althanstraﬂe";"1957";"1959";"";"Franz Kahrer";"nein";"";"";"17";"1";"https://www.wwpipe.at/web-portal/complex-description/0609333"
"Hˆfergasse 9-11";"1090 Wien, Hˆfergasse Hˆfergasse";"1957";"1959";"";"Walter Kˆhler";"nein";"";"";"26";"0";"https://www.wwpipe.at/web-portal/complex-description/0309353"
"Lichtentaler Gasse 11-13";"1090 Wien, Lichtentaler Gasse Lichtentaler Gasse";"1958";"1959";"";"Robert Gerlach";"ja";"";"";"29";"1";"https://www.wwpipe.at/web-portal/complex-description/0609335"
"Lazarettgasse 13a";"1090 Wien, Lazarettgasse Lazarettgasse";"1958";"1960";"";"Walter Kˆhler";"ja";"";"";"20";"2";"https://www.wwpipe.at/web-portal/complex-description/0609336"
"Althanstraﬂe 29-31";"1090 Wien, Althanstraﬂe Althanstraﬂe";"1960";"1961";"";"Erika Hotzy-Peters";"nein";"";"";"27";"2";"https://www.wwpipe.at/web-portal/complex-description/0609337"
"Simon-Denk-Gasse 4-6";"1090 Wien, Simon-Denk-Gasse Simon-Denk-Gasse";"1960";"1961";"";"Heinrich Reitst‰tter";"ja";"";"";"32";"1";"https://www.wwpipe.at/web-portal/complex-description/0609338"
"Marktgasse 37-39";"1090 Wien, Marktgasse Marktgasse";"1962";"1964";"";"Josef Horacek";"nein";"";"";"31";"4";"https://www.wwpipe.at/web-portal/complex-description/0609339"
"Pulverturmgasse 4";"1090 Wien, Pulverturmgasse Pulverturmgasse";"1963";"1965";"";"Karl Janeschitz";"ja";"";"";"51";"2";"https://www.wwpipe.at/web-portal/complex-description/0609340"
"Karl-Schmiedbauer-Hof";"1090 Wien, Lichtentaler Gasse Lichtentaler Gasse";"1963";"1965";"";"Franz Plass";"nein";"";"";"22";"3";"https://www.wwpipe.at/web-portal/complex-description/0609341"
"Marktgasse 19";"1090 Wien, Marktgasse Marktgasse";"1963";"1965";"";"Lionore Regnier-Perin";"nein";"";"";"12";"0";"https://www.wwpipe.at/web-portal/complex-description/0609342"
